,movie_title,imdb_score_scaled,budget_scaled,num_voted_users_scaled,movie_facebook_likes_scaled,cast_total_facebook_likes_scaled,num_critic_for_reviews_scaled,gross_scaled,Approved,G,GP,M,NC-17,Not Rated,PG,PG-13,Passed,R,TV-14,TV-G,TV-MA,TV-PG,TV-Y7,Unrated,X,unknown
1770,Hocus Pocus ,0.2956539520524818,-0.18171238422024588,-0.20753034632869982,0.3997075812429458,-0.4818464170947361,-0.8723180316652284,-0.21889917116247556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1771,No Reservations ,-0.05994342428865939,-0.18171238422024588,-0.21721450201464604,-0.3948651125392976,-0.370506062807022,0.22233228508165864,-0.16894326916731606,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1774,Dracula 2000 ,-1.304534241482652,-0.18171238422024588,-0.4324255074056948,-0.3948651125392976,0.6239907920751842,-0.1749852372931374,-0.3097267098896321,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1775,"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",-0.14884276837394428,-0.18171238422024588,-0.4163984334794444,0.20106440779738496,1.8432728986831712,-0.19931079988751266,0.16362998640390714,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1777,Blade Runner ,1.6291441133317592,-0.18171238422024588,2.516494974827202,1.2936018617479697,0.1496167443516065,1.2845485183693786,-0.39338826409025046,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1778,Rob Roy ,0.4734526402230524,-0.18171238422024588,-0.38455481075055115,-0.3948651125392976,0.2622599110657295,-0.8074498647468943,-0.32925176911287746,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1779,3 Days to Kill ,-0.14884276837394428,-0.18171238422024588,-0.14735411664204526,0.10174282107460454,-0.48129522722202467,0.5466731196733289,-0.34196245122922364,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1780,We Own the Night ,0.4734526402230524,-0.34571303207523,-0.12468531462262837,-0.3948651125392976,-0.3612861594816667,0.6358668491860382,-0.3715933027680255,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1781,Lost Souls ,-1.3934335855679376,-0.18171238422024588,-0.5549375470792359,-0.384486006726767,-0.4552890868640932,-0.353372696318556,-0.5358878998191469,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1783,Just My Luck ,-0.9489368651415115,-0.18171238422024588,-0.31884380765292447,-0.3948651125392976,-0.38483699949751987,-0.36958973804813955,-0.5282876136225978,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1785,The Spy Next Door ,-0.8600375210562259,-0.18171238422024588,-0.41481609948587816,-0.3948651125392976,-0.3735626611920582,-0.3776982589129313,-0.4314682204511943,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1786,A Simple Wish ,-0.8600375210562259,-0.18171238422024588,-0.589232768828204,-0.36919048237145885,-0.26838561184466314,-0.9939458446371047,-0.6566378322829264,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1787,Ghosts of Mars ,-1.304534241482652,-0.18171238422024588,-0.3262936805754231,-0.3948651125392976,0.9007382163465815,0.1007044721097823,-0.6522403553329517,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1788,Our Brand Is Crisis ,-0.23774211245923,-0.18171238422024588,-0.5404181046833363,-0.3948651125392976,-0.34810771070683827,-0.15065967469876212,-0.6722659580713465,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1789,Pride and Prejudice and Zombies ,-0.5044401447150855,-0.18171238422024588,-0.45689395967530505,3.230372802842188,-0.3097248522980223,0.6601924117804134,-0.6177643401665168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1790,Kundun ,0.5623519843083373,-0.18171238422024588,-0.4716239271948123,-0.3948651125392976,-0.5455339014780325,-0.47500050929043236,-0.6927063008487842,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1792,Kick-Ass 2 ,0.2067546079671961,-0.18171238422024588,0.7600227483724328,1.3929234484707502,0.4147390731258168,1.6737575198793828,-0.36896459880779636,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1796,Knocked Up ,0.5623519843083373,-0.13485505626167898,1.4094112611054164,-0.3948651125392976,0.099358249594371,0.8710139542649991,1.303917499015596,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1797,My Sister's Keeper ,0.9179493606494785,-0.13485505626167898,-0.1125767244486858,0.35004678788155563,-0.4567923319714881,0.03583630519144825,-0.08405518815655325,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1798,"Welcome Home, Roscoe Jenkins ",-0.9489368651415115,-0.017711736365261722,-0.5450700308017606,-0.37182250441961257,-0.3670987072302603,-0.5479771970735582,-0.1818989387517595,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1801,Rendition ,0.3845532961377667,-0.1934267162098876,-0.29779129529217185,-0.3948651125392976,2.0072769398999526,-0.10200854951001159,-0.6350947879587995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1802,Limitless             ,1.3624460810759045,,-0.35908806192706005,0.15140361443599476,-0.4100915173017538,-1.1074651367441892,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1803,Star Trek VI: The Undiscovered Country ,0.7401506724789079,-0.13485505626167898,-0.2413569798993156,-0.3948651125392976,0.2675212689416116,-0.25607044594105494,0.27431442100223546,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1804,Divine Secrets of the Ya-Ya Sisterhood ,-0.3266414565445149,-0.20514104819952933,-0.5140956730993759,-0.3948651125392976,-0.3530684195612414,-0.4101323423720983,0.20038383707489602,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1806,Kiss the Girls ,0.2067546079671961,-0.20514104819952933,-0.27436188637456005,-0.3948651125392976,0.1719148801112972,-0.49121755102001585,0.07357505541505087,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1807,The Blues Brothers ,1.3624460810759045,-0.20514104819952933,0.34903016915940405,0.3003859945201654,-0.41715676930650974,-0.15065967469876212,-0.014146380745784087,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1808,The Sisterhood of the Traveling Pants 2 ,-0.14884276837394428,,-0.46688371634713316,-0.35046836327421477,-0.3691030340401201,-0.5723027596679334,-0.15514367485070077,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1809,Joyful Noise ,-0.5933394888003704,-0.2519983761580962,-0.5743737697813244,-0.3948651125392976,-0.37591774519364357,-0.36958973804813955,-0.3387304877628671,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1811,Lake Placid ,-0.6822388328856561,-0.20514104819952933,-0.3279575081652245,-0.29554352581651716,-0.37972596613237725,0.06827038865061527,-0.3269041781986774,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1813,The Right Stuff ,1.3624460810759045,-0.20514104819952933,-0.31091176428603445,-0.3948651125392976,-0.22799842662598738,-0.5155431136143911,-0.4700732037371095,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1818,The Honeymooners             ,2.0736408337581853,,-0.5949509028307052,-0.3720708083864195,-0.5050464999188637,-1.0425969698258553,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1820,The Newton Boys ,-0.3266414565445149,-0.20514104819952933,-0.5619256229564019,-0.3792219626304597,0.054010355521292124,-0.653387968315851,-0.6262609478230909,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1821,Case 39 ,-0.14884276837394428,-0.20514104819952933,-0.20711608721450436,-0.3948651125392976,0.24547367403315334,0.1898982016224916,-0.585121847964322,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1822,Suspect Zero ,-0.4155408006297998,-0.20514104819952933,-0.5059259400767999,-0.3542922443630418,-0.4594981731647989,-0.34526417545376425,-0.6483647960822135,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1823,Martian Child ,0.3845532961377667,-0.20514104819952933,-0.49994295188653437,-0.3948651125392976,-0.420714449394011,-0.2074193207523044,-0.665453797856339,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1824,Spy Kids: All the Time in the World in 4D ,-2.46022571459136,-0.20514104819952933,-0.5106050307273027,-0.3948651125392976,-0.32971801222637426,-0.5479771970735582,-0.23253984639870995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1825,Money Monster ,0.2956539520524818,-0.20514104819952933,-0.48517223756890954,-0.3948651125392976,0.00014407250630892583,1.008858808966459,-0.198071276642779,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1827,Flawless ,0.028955919796626303,-0.4862850159509307,-0.5191211115338781,-0.3948651125392976,1.7603438769252204,-0.5317601553439746,-0.7073017593544871,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1828,Mindhunters ,0.028955919796626303,-0.20514104819952933,-0.2828372203830179,-0.29554352581651716,-0.33598153350718624,-0.1344426329691786,-0.7074307294802569,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1829,What Just Happened ,-0.5933394888003704,-0.2519983761580962,-0.4569482887394618,-0.3529017421489229,3.060701002992038,-0.05335742432126106,-0.7546528970333036,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1832,Paul Blart: Mall Cop ,-1.0378362092267965,-0.22856971217881278,-0.04647862676894211,-0.3948651125392976,-0.39771479925086933,0.1898982016224916,-0.4795663949266179,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1833,Freaky Friday ,-0.23774211245923,-0.22856971217881278,0.038301877847714653,-0.3948651125392976,-0.3461033838969784,-0.1182255912395951,0.7669585786905615,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1834,The 40-Year-Old Virgin ,0.6512513283936222,-0.22856971217881278,1.5126840209344374,-0.3948651125392976,-0.12778208613299535,0.5953242448620794,0.7533092171420726,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1835,Shakespeare in Love ,0.7401506724789079,-0.2519983761580962,0.5736536849156151,-0.3948651125392976,-0.46105152644244024,-0.07768298691563633,0.6277947099508708,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1836,A Walk Among the Tombstones ,0.1178552638819112,-0.18171238422024588,-0.02107299814262739,0.35004678788155563,0.2273345164039218,0.8872309959945825,-0.4076465737731169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1837,Kindergarten Cop ,-0.3266414565445149,-0.22856971217881278,0.11373778342940508,-0.3948651125392976,-0.4253244010566886,-0.7912328230173108,0.5053269930108528,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1838,Pineapple Express ,0.5623519843083373,-0.20514104819952933,1.1151310939671926,-0.3948651125392976,0.23545203998385414,0.7169520578339558,0.4479344783657832,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1839,Ever After: A Cinderella Story ,0.5623519843083373,-0.22856971217881278,-0.2247526596663994,-0.3948651125392976,-0.408087190491894,-0.4182408632368901,0.14624242924566203,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1840,Open Range ,1.0068487047347634,-0.32228436809594657,-0.2509800153880854,-0.3948651125392976,-0.27224394095364335,0.07637890951540703,0.043418633185342066,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1841,Flatliners ,0.2067546079671961,-0.22856971217881278,-0.19705162807946067,-0.3948651125392976,-0.01994930376253597,-0.7669072604229356,0.08749602107705266,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1842,It's Always Sunny in Philadelphia             ,2.162540177843472,,0.2876858645933787,-0.3948651125392976,-0.45634135843926965,-0.5236516344791828,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1843,A Bridge Too Far ,0.9179493606494785,-0.22856971217881278,-0.344826682585905,-0.3948651125392976,-0.5122119682641126,-0.7101476143693932,-0.06155161616384238,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1844,Red Eye ,0.1178552638819112,-0.22856971217881278,0.02074679899205479,-0.3948651125392976,-0.4911164285903379,0.6520838909156217,0.03687148217903773,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1845,Final Destination 2 ,-0.14884276837394428,-0.22856971217881278,0.20192064568888024,-0.3948651125392976,-0.3867912181371332,0.2547663685408256,-0.12212153642638886,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1847,Legion ,-1.0378362092267965,-0.22856971217881278,-0.06915421992137859,-0.3948651125392976,-0.35086366007039554,0.6683009326452052,-0.20978946044206662,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1848,Pain & Gain ,0.1178552638819112,-0.22856971217881278,0.4761601792862716,1.7405490020004815,0.1343838605966717,1.5521297069075066,-0.07444956290280619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1849,In Good Company ,0.1178552638819112,-0.22856971217881278,-0.28577098984748406,-0.3583147686253144,0.881997760674392,0.10881299297457406,-0.13559089750745215,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1850,Clockstoppers ,-1.0378362092267965,-0.22856971217881278,-0.54221096380051,-0.35146157914144255,-0.3494606313034937,-0.6047368431271004,-0.25416325653958677,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1851,Silverado ,0.7401506724789079,-0.22856971217881278,-0.42652401281166447,-0.3948651125392976,-0.4879095056945621,-0.7912328230173108,-0.3069434230337912,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1852,Brothers ,0.6512513283936222,-0.22856971217881278,-0.020495751835961595,0.10174282107460454,1.582509980720406,0.5953242448620794,-0.3724511702164967,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1853,Agent Cody Banks 2: Destination London ,-1.660131617823793,-0.22856971217881278,-0.5430258997628618,-0.3865717600479454,-0.35822956109663046,-0.718256135234185,-0.44605184159075906,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1854,New Year's Eve ,-0.5933394888003704,0.4742902071996907,-0.16620630190444827,0.5983507546885067,0.6296029071427917,0.45747939016061956,-0.009398537277921058,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1856,The Raven ,0.028955919796626303,-0.22856971217881278,-0.12337462594984602,1.3432626551093598,-0.4276794850582739,0.9845332463720836,-0.5466747938259305,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1857,Welcome to Mooseport ,-1.0378362092267965,-0.22856971217881278,-0.5459121312961908,-0.38195330626533613,-0.42216758633115936,-0.4993260718848076,-0.568098474555818,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1859,Blood and Wine ,-0.23774211245923,-0.32228436809594657,-0.5655724613879258,-0.387664297501896,-0.43409333084982543,-0.8236669064764778,-0.7548491686506508,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1860,Snow White: A Tale of Terror ,-0.05994342428865939,-0.22856971217881278,-0.5632227293631451,-0.3948651125392976,-0.4369996047241222,-0.9858373237723129,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1861,The Curse of the Jade Scorpion ,0.3845532961377667,-0.22856971217881278,-0.40240869945907326,-0.3538452972227893,0.08232147171056237,-0.22363636248188792,-0.6653197246964037,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1862,Accidental Love ,-2.1046283382502193,-0.22856971217881278,-0.5843567353201329,-0.3948651125392976,0.40972825610116725,-0.7101476143693932,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1863,Flipper ,-1.0378362092267965,-0.23958118424907598,-0.5639697539953008,-0.36983607268515695,-0.514867701287177,-0.9777288029075212,-0.49032200147802557,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1864,Self/less ,0.1178552638819112,-0.22856971217881278,-0.22668134144396512,0.15140361443599476,0.3485461802301956,0.2790919311352009,-0.5986695252828392,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1866,The Passion of the Christ ,0.6512513283936222,-0.13485505626167898,0.5988555795513419,0.25072520115877517,-0.5104080741352388,2.127834688307721,-0.7628805218070293,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1867,Mrs. Doubtfire ,0.4734526402230524,-0.2519983761580962,0.6134225598783788,-0.3948651125392976,2.0699622608783192,-0.7020390935046015,2.2864018086599858,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1868,Rain Man ,1.4513454251611895,-0.2519983761580962,1.9879750475770166,0.20106440779738496,0.06984453731918486,-0.353372696318556,1.6398144053555608,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1869,Gran Torino ,1.6291441133317592,-0.06456906432382863,3.1967220226021786,0.9956371015796284,0.3234920951069476,1.803493853716051,1.2948760657769052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1870,W. ,0.028955919796626303,-0.24965550976016787,-0.3403173702608922,-0.3948651125392976,-0.33207309622795955,0.7980372664818732,-0.41405834100415384,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1872,The Best of Me ,0.2956539520524818,-0.22856971217881278,-0.3257639721998945,0.5486899613271164,-0.38553851388097077,-0.47500050929043236,-0.39671662749710124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1873,The Bodyguard ,-0.23774211245923,-0.2519983761580962,-0.007341327177000993,-0.3948651125392976,-0.41790839186020723,-0.7750157812877273,0.9304129737147631,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1874,Schindler's List ,2.2514395219287566,-0.32228436809594657,5.2561127373961,1.641227415277701,0.21756342320585506,0.2466578476760339,0.5695958183086237,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1875,The Help ,1.5402447692464745,-0.2519983761580962,1.5477126850495222,3.329694389564968,0.6181281361563441,1.8602534997695932,1.59631524979422,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1876,The Fifth Estate ,-0.14884276837394428,-0.18171238422024588,-0.4194951901363809,0.15140361443599476,1.2750462480879066,0.6520838909156217,-0.7244696071892859,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1877,Scooby-Doo 2: Monsters Unleashed ,-1.304534241482652,1.0365781427024936,-0.3930233536259894,-0.36670744270338934,-0.1548906062363497,-0.40202382150730653,0.4039313633237997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1879,Freddy vs. Jason ,-0.5044401447150855,-0.13485505626167898,-0.013256404037070525,-0.24588273245512696,-0.3106267993624593,1.0494014132904177,0.37573821497621346,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1881,Jimmy Neutron: Boy Genius ,-0.3266414565445149,-0.13485505626167898,-0.45575304932801264,-0.37375927536070674,-0.432940842934156,-0.6290624057214756,0.35841621647000826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,Cloverfield ,0.5623519843083373,-0.2519983761580962,1.397166848271082,-0.3948651125392976,-0.3474061963233873,2.557586294141684,0.3460539628339848,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1883,Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,-0.3266414565445149,-0.2519983761580962,-0.3279303436331461,-0.3948651125392976,-0.420413800372532,-0.6128453639918922,0.32684802450140077,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1884,The Untouchables ,1.3624460810759045,-0.2519983761580962,0.8689593131397982,-0.3948651125392976,0.5950783778429559,-0.16687671642834565,0.2935756979758119,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1885,No Country for Old Men ,1.5402447692464745,-0.2519983761580962,3.538227728758684,0.6480115480498969,-0.3083218235311205,2.792733399220645,0.26573280460438364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1886,Ride Along ,-0.14884276837394428,-0.2519983761580962,-0.10288577762972,-0.3948651125392976,-0.4257753745889071,0.019619263461864742,1.1004556925865012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1889,"Legally Blonde 2: Red, White & Blonde ",-1.5712322737385083,0.21657490342757277,-0.3031291258455756,-0.36208898892078006,-0.3703557382962825,-0.08579150778042809,0.48233104793474396,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1890,Parental Guidance ,-0.23774211245923,-0.2519983761580962,-0.4745441143932393,-0.3948651125392976,-0.25811343694413147,-0.03714038259167755,0.30744133893953757,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1891,No Strings Attached ,-0.14884276837394428,-0.2519983761580962,0.5274264424512141,0.7969939281340676,0.593675349076054,0.8223628290762486,0.214876481990607,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1892,Tombstone ,1.2735467369906188,-0.2519983761580962,0.0284411527032589,0.15140361443599476,-0.32260265205137184,-0.4831090301552241,0.017992486600959014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1893,Romeo Must Die ,-0.23774211245923,-0.2519983761580962,-0.23098691977839,-0.3948651125392976,-0.09065193198034183,-0.5966283222623087,0.010578740005779979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1896,The Lucky One ,0.1178552638819112,-0.2519983761580962,-0.09623725840353392,1.0452978949410185,-0.4529340028625079,0.21422376421686687,0.07290130153531356,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1897,Bridge to Terabithia ,0.7401506724789079,-0.4394276879923638,0.13132002681714333,-0.09690035237095632,0.8608521128303707,0.30341749372957616,0.3767256660299716,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1898,Finding Neverland ,1.2735467369906188,-0.2519983761580962,0.5673175578083305,-0.3948651125392976,2.4017785642506158,0.6683009326452052,-0.049329347399465207,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1899,A Madea Christmas ,-1.4823329296532226,-0.2519983761580962,-0.5893889648876547,-0.3948651125392976,-0.38528797302973833,-0.9696202820427294,-0.03745400130205041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1900,The Grey ,0.3845532961377667,-0.2519983761580962,0.7610006715272548,1.1942802750251893,0.28636194095429407,2.1440517300373045,-0.05132312794485094,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1901,Hide and Seek ,-0.4155408006297998,-0.13485505626167898,-0.14158165357538727,-0.3948651125392976,0.6231890613512402,0.2953089728647844,-0.057401371459289176,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1902,Anchorman: The Legend of Ron Burgundy ,0.7401506724789079,-0.22856971217881278,1.201134002527377,-0.3948651125392976,32.361804311822304,0.30341749372957616,0.40325544832303595,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1903,Goodfellas ,2.0736408337581853,-0.2519983761580962,4.330243617169257,0.8466547214954577,0.6960964490598919,0.3926112232422855,-0.1168150501445566,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1904,Agent Cody Banks ,-1.215634897397367,-0.22856971217881278,-0.4366563832769041,-0.3679489625374241,-0.39355582112041015,-0.5236516344791828,-0.11055330654090159,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1905,Nanny McPhee ,0.2067546079671961,-0.2519983761580962,-0.28099682333470694,-0.3948651125392976,0.32003463135993937,-0.12633411210438686,-0.11279946419402329,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1906,Scarface ,1.7180434574170458,-0.2519983761580962,3.0314869651023484,0.5486899613271164,0.27924658077929165,0.0277277843266565,-0.14660218559035873,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1907,Nothing to Lose ,0.2956539520524818,-0.2519983761580962,-0.37215420185676584,-0.3948651125392976,-0.4226185598633778,-0.7669072604229356,-0.1500089767763938,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1909,Contraband ,0.1178552638819112,-0.2519983761580962,0.07418622472326851,-0.3948651125392976,0.7883956986539375,1.0250758506960425,0.15720158551232505,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1910,Money Talks ,-0.23774211245923,-0.2519983761580962,-0.4638684532864318,-0.3617910241606117,-0.41896066343538363,-0.9290776777187707,-0.1972505247050968,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1911,There Will Be Blood ,1.5402447692464745,-0.2519983761580962,1.9146715577634799,0.3997075812429458,-0.5190266794176361,2.062966521389387,-0.20908084977158073,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1912,The Wild Thornberrys Movie ,-1.0378362092267965,-0.2519983761580962,-0.5353790839827948,-0.38557854418071763,-0.40001977508220815,-0.8561009899356449,-0.21379944142064755,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1913,Rugrats Go Wild ,-0.6822388328856561,-0.2519983761580962,-0.5798202584630416,-0.3785267115234002,-0.3945579845253401,-0.7993413438821025,-0.2205020676564068,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1914,Undercover Brother ,-0.5044401447150855,-0.2519983761580962,-0.4169213507219534,-0.3948651125392976,-0.395359715249284,-0.5074345927495993,-0.23680549496607353,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1915,The Sisterhood of the Traveling Pants ,0.2067546079671961,-0.2519983761580962,-0.3138523248835202,-0.3948651125392976,-0.20189206992756295,-0.45067494669605707,-0.22595379521393022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1917,The House Bunny ,-0.771138176970941,-0.2519983761580962,-0.18393115908559807,-0.3948651125392976,0.39574807660239486,-0.1182255912395951,-0.0972813743226382,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1918,Beauty Shop ,-0.771138176970941,,-0.5287509381556675,-0.3615427201938048,-0.36860195233765514,-0.5804112805327252,-0.26357993010204395,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1919,Million Dollar Arm ,0.5623519843083373,-0.2519983761580962,-0.37500647772499685,0.10174282107460454,-0.22539280177316956,0.06016186778582352,-0.2616580521446144,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1921,What a Girl Wants ,-0.5044401447150855,-0.36914169605451347,-0.29173360463869075,-0.3948651125392976,0.2760396578835159,-0.6290624057214756,-0.26803620348665336,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1922,Jeepers Creepers II ,-0.6822388328856561,-0.4394276879923638,-0.31205946576634647,-0.3948651125392976,-0.47858938602871387,0.1898982016224916,-0.27984809628218943,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1923,Good Luck Chuck ,-0.6822388328856561,-0.2519983761580962,-0.11158521902782455,-0.3948651125392976,-0.4043290777234068,-0.1344426329691786,-0.28183776372626684,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1924,Cradle 2 the Grave ,-0.5044401447150855,-0.13485505626167898,-0.38105737724545835,-0.3452043191779074,-0.20164152907633046,-0.28039600853543023,-0.28736709644271285,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
